"","filename","type","docTitle","year","title","act","act_number","scene","scene_number","index","speaker_stage","speaker","spoke","stage"
"11","Abracadabra_mod.jsonl",4,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer","(1753)","Husspøgelse","Anden akt",2,"Scene 3",3,2,NA,"Henrik","Nu må jeg se om jeg kan tage den gamle mand ved næsen.",NA
"12","Abracadabra_mod.jsonl",4,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer","(1753)","Husspøgelse","Anden akt",2,"Scene 4",4,2,NA,"Ephraim","Jeg har aldrig haft sulk fordrieslig Jahr als dette Jahr, hvo ik kommen, kan ik ken Geld kriegen.",NA
"13","Abracadabra_mod.jsonl",4,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer","(1753)","Husspøgelse","Anden akt",2,"Scene 5",5,2,NA,"Henrik","Men der ser jeg monsieur Leonard selv.",NA
"14","Abracadabra_mod.jsonl",4,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer","(1753)","Husspøgelse","Anden akt",2,"Scene 6",6,2,NA,"Henrik","Velkommen tilbage, herre. Hvad sagde manden som har solgt huset? Han ville vel undskylde sig med uvidenhed.",NA
"15","Abracadabra_mod.jsonl",4,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer","(1753)","Husspøgelse","Anden akt",2,"Scene 7",7,2,NA,"Jeronimus","Ha ha ha. Jeg kan ikke bare mig for latter når jeg tænker på denne mands underlige tale.",NA
"16","Abracadabra_mod.jsonl",4,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer","(1753)","Husspøgelse","Anden akt",2,"Scene 8",8,2,NA,"Henrik","Den gamle skælm ville ikke tro mig. Jeg må narre ham lidt mere. Jeg må affilutere ham de 2000 dukater når han kommer tilbage. Dermed kan monsieur Leander betale al sin gæld. Hvad middel skal jeg nu bruge dertil? Jeg vil agere genganger og jage sådan skræk ind i ham, at han for at redde livet skal levere mig guldbørsen. Det skal min tro gå rigtig an. Men hvad vil udfaldet blive på alt dette? Jeg kan jo derved redde mig selv fra galgen, som jeg ved alle disse skælmsstykker har fortjent. Jeg kan jo betinge mig pardon ved at skaffe ham guldbørsen tilbage. Det går rigtig an. Jeg er alt lykkeligt kommet i havnen. Jeg kaster anker og slår mit sind til rolighed. Nu må jeg først se til at skaffe det drukne selskab af huset.",NA
"17","Abracadabra_mod.jsonl",4,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer","(1753)","Husspøgelse","Tredje akt",3,"Scene 1",1,2,NA,"Jeronimus","Nu kan jeg straks betale min gæld på en gang. Og er jeg glad ved at blive på en god måde skilt ved disse penge. Jeg vandt dem vel med min proces i Lübeck, det er sandt. Men jeg vandt dem ved at smøre dommere og advokater, hvorfor det er mig ikke ukært at anvende dem til sådan udgift, thi jeg kan ikke nægte at så tit jeg ser på disse penge, så rører samvittigheden sig i mig.",NA
"18","Abracadabra_mod.jsonl",4,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer","(1753)","Husspøgelse","Tredje akt",3,"Scene 2",2,2,NA,"Jeronimus","Ak, i en ulyksalig tid gjorde jeg denne lybske rejse. Ak, jeg kan ikke mere. Dog må jeg takke himmelen at jeg slap så let; og når jeg tænker mig om, må jeg være glad ved at jeg er skilt ved de uretfærdige penge hvorom jeg hørte at gengangeren vidste besked så at han også kunne sige summen netop. Jeg gør bedst at tie ved denne hændelse, thi jeg beskæmmer mig kun selv ved at give den til kende. Men hvad mon den lakaj vil som går lige til huset?",NA
"19","Abracadabra_mod.jsonl",4,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer","(1753)","Husspøgelse","Tredje akt",3,"Scene 3",3,3,NA,"Lakajen","Luk op! Hvor længe skal jeg banke på porten?",NA
"20","Abracadabra_mod.jsonl",4,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer","(1753)","Husspøgelse","Tredje akt",3,"Scene 4",4,2,NA,"Leonard","Mig syntes at her var nogen alarm. Dog, jeg ser intet, men her står jo min genbo hr. Jeronimus.",NA
"21","Abracadabra_mod.jsonl",4,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer","(1753)","Husspøgelse","Tredje akt",3,"Scene 5",5,2,NA,"Jesper","Er du vis på at den gamle herre er kommet tilbage?",NA
"22","Abracadabra_mod.jsonl",4,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer","(1753)","Husspøgelse","Tredje akt",3,"Scene 6",6,2,NA,"Jeronimus","Ak, sådant forræderi er aldrig tilforn hørt. Nu har jeg oplysning i den hele sag, og husholdersken vidner at hun så selv Henrik at forklæde sig som et gespenst uden at kunne begribe hvad sigte han dermed havde. Ingen straf kan være stor nok for sådan skælm.",NA
"23","Abracadabra_mod.jsonl",4,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer","(1753)","Husspøgelse","Tredje akt",3,"Scene 7",7,2,NA,"Henrik","Ha ha ha, hi hi hi! Jeg kan narre den gamle mand lige så meget som jeg vil.",NA
"24","Abracadabra_mod.jsonl",4,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer","(1753)","Husspøgelse","Tredje akt",3,"Scene 8",8,2,NA,"Octavius","Min hr. Jeronimus, jeg kommer her først for at gøre min bekendelse, dernæst for at stille ham tilfreds.",NA
"25","Abracadabra_mod.jsonl",4,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer","(1753)","Husspøgelse","Tredje akt",3,"Scene 9",9,3,NA,"Leander","Ak, jeg kommer som den forlorne søn og beder om nåde.",NA
"26","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Første akt",1,"Scene 1",1,4,NA,"Mandane.","Hør dog Arbaces.",NA
"27","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Første akt",1,"Scene 2",2,2,NA,"Arbaces.","Ach hvilken grusom Ordre, hvilken haard Skilsmisse, ach; hvilket ulyksaligt Øyeblik, som river mig fra den ved hvilken jeg eene lever.",NA
"28","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Første akt",1,"Scene 3",3,2,NA,"Artabanus.","Friskt Mod! mine Tanker! dette første Foretagende forbinder eder til andre. Naar man forlader en halvgiort Gierning, giør man sig skyldig uden Frugt. See der kommer Prindsen: Nu maa bruges List, og Garn udsættes: Hvad er det for en usædvanlige Stemme, hvad er det for en Allarm som jeg hører. Ach Herre! hvad betyder det, at I lader eder før dag indfinde paa dette Sted! Hvad har opægget eder til Vrede, som er mænged med Suk og Graad.",NA
"29","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Første akt",1,"Scene 4",4,1,NA,"Artaxerxes alleene.","Hvilket Offer skeer ikke her; eet eeneste Mord straffer en Misdæder, og tilligemed baner mig Vey til Thronen. Det er sandt nok. Men mon denne Hevn ikke kand ansees for Verden, som en Begierlighed at regiere, og at jeg opofrer min ældre Broder for at træde udi hans første Fødsels Ret. Jeg maa tilbagekalde min Befalning, Himmelen vil nok have Omsorg for mig, og redde mig af min Broders Hænder.",NA
"30","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Første akt",1,"Scene 5",5,2,NA,"Semira.","Hvorhen Prinds! hvorhen?",NA
"31","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Første akt",1,"Scene 6",6,2,NA,"Semira","Ach vi elendige! ach du ulyksalige Persien; En vanartig Søn bliver holden her at være uskyldig i sin Faders Blod: og een Artaxerxes vil geraade udi Fare, enten han hævner dette",NA
"32","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Første akt",1,"Scene 7",7,3,NA,"Mandane.","Hvor skal jeg løbe hen, og hvor skal jeg tage min Tilflugt? Hvo vil rive mig bort fra dette ulyksalige Slot af Medlidenhed. Hvo vil herudi hielpe mig udi min Raadvildhed og Beængstelse: Ja jeg Elendige, jeg mister her som Søster min Broder, som Dotter min Fader, og som Elskerinde een Kiæreste. Alt saadant hender mig her paa eengang, og som udi et Øyeblik.",NA
"33","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Første akt",1,"Scene 8",8,2,NA,"Artabanus.","Herre!",NA
"34","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Første akt",1,"Scene 9",9,2,NA,"Semira.","Artaxerxes! vær ved got Mod igien.",NA
"35","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Første akt",1,"Scene 10",10,2,NA,"Artaxerxes.","Men Himmel, hvad seer jeg? mon Synet slaaer mig feil! mon jeg drømmer, eller er vaagen? Det er jo Arbaces, hvilken hid slæbes, som en Misdæder.",NA
"36","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Første akt",1,"Scene 11",11,3,NA,"Arbaces","Ach du elendige Arbaces, skal du saaledes uden Skyld og Brøde underkastes en forsmædelig Død for",NA
"37","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Første akt",1,"Scene 12",12,2,NA,"Arbaces.","Ach Himmel hvad Misgierning har jeg bedreved, og hvad er min Brøde, hvorved jeg har fortient Himmelens Vrede, hør dog og beklag mig i det ringeste, min Søster Semira! Kand du uden Bevægelse see en uskyldig Broder saaledes at medhandles.",NA
"38","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Første akt",1,"Scene 13",13,2,NA,"Arbaces.","Ach! er der ingen, som vil omkomme mig. Ach Mandane! vender hun mig ogsaa Ryggen, har hun ey heller nogen Medlidenhed med mig?",NA
"39","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Anden akt",2,"Scene 1",1,4,NA,"Artabanus.","Jeg vilde ikke Herre, at I skulde udtolke min Bøn som en faderlig Medlidenhed, eller ansee den som en ugrunded Forhaabning om hans Uskyldighed: Aarsagen til denne Misgierning er endnu ubekiendt, man veed og endnu ikke, hvilke have været udi Ledtog med ham: Jeg vil stræbe at udforske denne Hemmelighed.",NA
"40","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Anden akt",2,"Scene 2",2,2,NA,"Artabanus.","Jeg kand nogenledes forhaabe got Udfald herudi: Kom hid Arbaces, og I",NA
"41","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Anden akt",2,"Scene 3",3,2,NA,"Arbaces","Der er ingen Ulykke til, som jo Skiebnen lader nedregne paa mig: Jeg føler alle paa en Dag; Er vel nogen Siel funden paa Jorden, der qvæles saaledes som min Siæl? Ach Himmel! hav dog Barmhiertighed med mig. Ulykkene, som truer mig med Undergang, ere saa mange",NA
"42","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Anden akt",2,"Scene 4",4,2,NA,"Semira.","Hvilken Kiede af Ulykker knyttes ikke sammen paa en Dag til min Skade og Fortred; Ach! Mandane hør mig.",NA
"43","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Anden akt",2,"Scene 5",5,2,NA,"Semira","Blant alle disse Ulykker, hvilken er den, som jeg først maae gaae i Møde! Mandane, Arbaces, Kongen, min Fader ere alle mine Fiender! Enhver angriber den svageste Deel af mit Hierte: Imidlertid naar jeg gaaer een af dem i Møde, haver jeg dog de andre paa Halsen. Jeg finder mig alt for svag og afmægtig til at imodstaae saa mange paa engang. Naar Flodens Vande flyde over deres Dæmninger, saa løber Agermanden nu til en, nu til en anden Side, for at standse dem: Men all hans Arbeyde, Konst og Møye er forgieves; thi naar han tilstopper een Aabning, saa bryde de ud paa andre Steder.",NA
"44","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Anden akt",2,"Scene 6",6,3,NA,"Artaxerxes.","See! her mine troe Mænd og Tienere: Her indfinder jeg mig for at antage Regieringen, og at beklæde min Fæderne Throne: Begyndelsen af min Regiering er saa forvirred og ulyksalig, at min",NA
"45","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Anden akt",2,"Scene 7",7,2,NA,"Semira.","Artaxerxes! Naade! Naade.",NA
"46","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Anden akt",2,"Scene 8",8,2,NA,"Artabanus.","Eders Medlidenhed, Herre, og min er omsonst: Han skiøtter ikke om sin Frelse! han foragter den ham tilbydede Naade.",NA
"47","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Anden akt",2,"Scene 9",9,2,NA,"Arbaces.","Saa er jeg da udi det Kongerige Persien bleven saa",NA
"48","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Anden akt",2,"Scene 10",10,2,NA,"Artabanus.","Nu meener jeg at have efterlevet min Pligt, og ved at underskrive min Søns",NA
"49","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Anden akt",2,"Scene 11",11,2,NA,"Artaxerxes.","Min allerkiereste Semira! alting conspirerer til Arbaces din Broders Undergang.",NA
"50","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Anden akt",2,"Scene 12",12,2,NA,"Artaxerxes.","Har du ikke hørt, hvorledes hun har tiltalet mig? har du ikke hørt de haarde og haanlige Bebreydelser, som den utaknemmelige Semira har udøset mod mig.",NA
"51","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Anden akt",2,"Scene 13",13,2,NA,"Artabanus","Endeligen er jeg engang bleven alleene, saa at jeg kand tale frit, og respirere lidt udi denne mig paaførte Angest og",NA
"52","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Tredje akt",3,"Scene 1",1,2,NA,"Artaxerxes.","Arbaces!",NA
"53","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Tredje akt",3,"Scene 2",2,1,NA,"Arbaces.","Jeg maa da reyse for at undflye den Straf, som jeg i Henseende til min Uskyldighed ikke har fortient: Ach Himmel, naar jeg eftertænker den Fare, min Fader svæver udi; Hvo veed det – – – Han kand maaske troe – – – Ach den forventende Fare bekymrer og forvirrer mig meere, end den nærværende Ulykke. Man kand tænke – – – hvorledes er det mueligt, at jeg allene kunde foretage – – Man kand tænke som troeligt er, at jeg for at",NA
"54","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Tredje akt",3,"Scene 3",3,2,NA,"Artabanus","Arbaces, min Søn Arbaces! hvor est du, han svarer ikke, da han dog burte høre mig. Arbaces! ach Himmel, hvor monne han haver skiulet sig: Hører, I mine Geleidere, besætter her Udgangen, medens jeg leder efter min Søn.",NA
"55","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Tredje akt",3,"Scene 4",4,3,NA,"Mandane.","Et Menneskes Sind og Sandser kand af idelige og i Hobetall overvældende Ulykker gandske forvirres; eller vore Siæle have et vist Lys, hvorved de kand forud see tilkommende Ting: Jeg kand over Arbaces Uheld ikke bedrøves saa høyt, og sørge saa meget som jeg burte. Den ulyksalige Arbaces kand maaskee endnu leve: Vrede, Medynk, Hevn; Medlidenhed, Kierlighed, alle slags differente Affecter storme til mit Hierte, saa at jeg ikke veed – – –",NA
"56","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Tredje akt",3,"Scene 5",5,2,NA,"Semira","Hvad har jeg daarlige Menneske bedrevet! Jeg tænkte at formindre min Smerte ved at deele den med en anden, men jeg har heller forøgt den. Da jeg søgte at qvæle Mandane, tænkte jeg at finde Lindring i mit Hierte. Jeg har saaret hendes Hierte, men ikke læget mit eget.",NA
"57","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Tredje akt",3,"Scene 6",6,2,NA,"Arbaces.","Men jeg finder hende ikke her, jeg burte dog i det ringeste see hende engang, førend jeg reyser: Maaskee hun er udi det inderste Værelse, men hvor vil jeg gaae, jeg",NA
"58","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Tredje akt",3,"Scene 7",7,2,NA,"Artaxerxes.","Hører mine Undersaatter! jeg fremstiller mig som eders Konge, hvilken Thronen, efter min Faders og ældre Broders Død, ved Arveret tilkommer; I seer udi mig ikke mindre en Fader, end en Monarch; Værer I og heller ikke mindre mine Børn, end mine Undersaatter. I skal udi mig finde en mild Regent, hvis Herredom skal blive eder let og behageligt; Og skal jeg med Iver og Nidkiærhed handhæve Lovene, og arbeyde paa at enhver skeer Ret og Lige. Til Forsikkring her paa aflegger jeg her min Eed, og udtømmer den hellige Skaal, hvilken vor Religion anseer, som det kraftigste Beviis paa Løftesholdelse: Bringer mig derfor Skaalen hid!",NA
"59","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Tredje akt",3,"Scene 8",8,2,NA,"Semira.","Herre! til Gevær, her er ingen Tid til at give bort, det Kongelige Slot er omringet af oprøriske Folk og Forrædere: Man hører overalt oprørisk Skriig. Man leeder efter Kongen, som man agter at opofre.",NA
"60","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Tredje akt",3,"Scene 9",9,2,NA,"Mandane.","Hør, bliv kun her min Broder, jeg bringer dig vigtige Tidender, at Oprøret allerede er stillet.",NA
"61","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Tredje akt",3,"Scene 10",10,3,NA,"Arbaces.","See, o Monarch! her er jeg for eders Fødder.",NA
"62","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Første akt",1,"Scene 1",1,2,NA,"Troels","Maren Hansdatter, Barbara Per Nielsens, Abelone Hans Hansens, Christine Erik Eriksens, Engelke Jens Hattemagers, Lusse Frands Buntmagers, Vibeke Per Guldbrandsens, Maren Christopher Skrædders, Elsebeth David Skolemesters, Ellen Frue Kantors, Malene Frue Vagtmesters, Geske Klokkers, Anne Per Kandestøbers, Maren Jens Rodemesters, Ingeborg Morten Blytækkers, Dorthe salig Jochum Knapmagers, Grete Isenkræmmers, Mette Kvindeskrædderske, Nille Mogens Andersens, Øllegård Sværdfegers, Karen Urmagers, Maren Knivsmeds, Dyveke Posekiggers, excetra, excetra, excetra, excetra, excetra, excetra, excetra, en ditto, nok en ditto, nok en ditto, summa summe summarum 93 koner findes på denne liste. I lige så mange huse har jeg måttet løbe i disse dage for at lade hele byen vide det store mirakel som er sket, at vor mor er blevet forløst med en ung datter, et stort mirakel, hvorfor hele byen skal bringes i harnisk ligesom fjenden var uden for volden og ville løbe storm. Jeg ville obligere mig til at gøre et halvt hundrede slige børn om året, større mirakler er det ikke, men folk er deri som i alt andet.",NA
"63","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Første akt",1,"Scene 2",2,2,NA,"Claus","Ak, kære Troels, veksl mig en toskilling for to eneste skillinger!",NA
"64","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Første akt",1,"Scene 3",3,2,NA,"Corfitz","Troels, er du der? Jeg var glad at jeg kom ud fra den sværm. Jeg er blevet så bombarderet med gratulationer at jeg kan næppe stå på mine ben. Men fanden er i den knivsmedskone til at snakke.",NA
"65","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Første akt",1,"Scene 4",4,2,NA,"Corfitz","December 1, januar 2, februar 3, marts 4, april 5, maj 6, juni 7, juli 8, august 9, september 10. Det er jo forbandet galt. Tøv, lad se nok engang. December 1, januar 2, februar 3, marts 4, maj 5, juni 6, september 7. Ja ja, det er dog kun 7 måneder på at regne, uden at jeg har fortalt mig.",NA
"66","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Første akt",1,"Scene 5",5,2,NA,"Jeronimus","Godmorgen, kære nabo, jeg ønsker megen lykke med hans unge arving.",NA
"67","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Første akt",1,"Scene 6",6,2,NA,"Troels","Jeg skulle i byen i et ærinde. Mutter bad at fatter ville have den godhed imidlertid at male disse kaffebønner, thi her er ingen anden ved hånden.",NA
"68","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Første akt",1,"Scene 7",7,2,NA,"En pige","Fatter, jordemoren er inde. Mutter siger hun skal have 6 rigsdaler for sin opvartning.",NA
"69","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Anden akt",2,"Scene 1",1,3,NA,"Barselskvinden","Min hjerte mand, jeg synes du har aldrig været i sådant ondt humør som du nu er da du burde glæde dig ved at se dit hus formeret med en livsarving.",NA
"70","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Anden akt",2,"Scene 2",2,2,NA,"1. dame","Jeg gratulerer, madame!",NA
"71","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Anden akt",2,"Scene 3",3,2,NA,"Anne","Se her! Skal jeg have den lykke at finde Dem her?",NA
"72","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Anden akt",2,"Scene 4",4,2,NA,"Anne","Det var mig ret kært at de ville ikke bie; thi jeg kan ej komme til rette med slige falske folk.",NA
"73","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Anden akt",2,"Scene 5",5,2,NA,"Ingeborg","Madame, jeg gratulerer.",NA
"74","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Anden akt",2,"Scene 6",6,2,NA,"Arianke","Jeg ønsker til lykke med hendes unge datter.",NA
