"","filename","type","docTitle","year","title","act","act_number","scene","scene_number","index","speaker_stage","speaker","spoke","stage"
"19","Abracadabra_mod.jsonl",4,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer","(1753)","Husspøgelse","Tredje akt",3,"Scene 3",3,46,NA,"Jeronimus","Hvor forstyrret og tåbelig end denne karls tale var, så har den dog bragt mit sind i urolighed. Jeg kunne snart falde på de tanker at ... Men jeg har jo til min ulykke set gengangeren med mine egne øjne så jeg ingen årsag kan have at tvivle om at alting jo er rigtigt efter Henriks beretning. Og hvad skulle bevæge ham eller nogen til at opdigte sådant? Jeg har jo talt med jøden som har forstrakt penge på det købte hus. Jeg har jo også talt med sælgeren hr. Leonard. Knæg ten må derfor enten have været gal eller beskænket. Men der ser jeg hr. Leonard.",NA
"20","Abracadabra_mod.jsonl",4,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer","(1753)","Husspøgelse","Tredje akt",3,"Scene 4",4,66,NA,"Leonard","Træd nu kun frit ind, hr. Jeronimus, så skal han straks komme af drømmen. Han skal i steden for genganger finde dækkede borde, vinflasker og musikalske instrumenter og høre husholderskens bekendelse.",NA
"21","Abracadabra_mod.jsonl",4,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer","(1753)","Husspøgelse","Tredje akt",3,"Scene 5",5,9,NA,"Arv","Jeg i lige måde. Har han givet mig frokost i mor ges, så skal jeg nu hjælpe ham til aftensmåltid. Men der kommer herren selv med hans nabo seigneur Leonard.",NA
"22","Abracadabra_mod.jsonl",4,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer","(1753)","Husspøgelse","Tredje akt",3,"Scene 6",6,19,NA,"Jeronimus","Og han går endnu med oprejst hoved. Hør, Jesper og Arv, gå lidt til side, og hent et godt stærkt reb.",NA
"23","Abracadabra_mod.jsonl",4,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer","(1753)","Husspøgelse","Tredje akt",3,"Scene 7",7,40,NA,"Henrik","Og jeg skal lave mig på at modstå med tapperhed alle de plager som kan pålægges mig.",NA
"24","Abracadabra_mod.jsonl",4,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer","(1753)","Husspøgelse","Tredje akt",3,"Scene 8",8,10,NA,"Leonard","Da vil jeg føre ham herind.",NA
"25","Abracadabra_mod.jsonl",4,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer","(1753)","Husspøgelse","Tredje akt",3,"Scene 9",9,53,NA,"Henrik","Nu er komedien til ende: Gå nu hver hjem til sit, og hvis eders koner eller husholdersker knurrer efterdi I komme så silde hjem om aftenen, så læs eders abracadabra 3 gange i rad. Dermed bevæbner I eder såvel mod dem som mod andre spøgelser. Ellers lærer man af denne komedie, hvori ingen aktricer have været, at mange vigtige ting kan forrettes uden fruentimmerets hjælp.",NA
"26","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Første akt",1,"Scene 1",1,16,NA,"Arbaces.","Far vel min Princesse, og bliv mig stedse troe og bestandig; betænk hvad jeg i din Fraværelse maa lide, og lad min Person undertiden være udi Erindring hos dig, og da vil jeg udi Kraft af Kierlighed, saa ofte jeg",NA
"27","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Første akt",1,"Scene 2",2,18,NA,"Arbaces.","Hvilken Dag er denne. O du ulyksalige Arbaces!",NA
"28","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Første akt",1,"Scene 3",3,10,NA,"Artabanus.","Medlidenhed er her lastværdig, hvo som omkommer sin Fader, er ikke meere Søn.",NA
"29","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Første akt",1,"Scene 4",4,1,NA,"Artaxerxes alleene.","Hvilket Offer skeer ikke her; eet eeneste Mord straffer en Misdæder, og tilligemed baner mig Vey til Thronen. Det er sandt nok. Men mon denne Hevn ikke kand ansees for Verden, som en Begierlighed at regiere, og at jeg opofrer min ældre Broder for at træde udi hans første Fødsels Ret. Jeg maa tilbagekalde min Befalning, Himmelen vil nok have Omsorg for mig, og redde mig af min Broders Hænder.",NA
"30","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Første akt",1,"Scene 5",5,8,NA,"Semira.","Gak da bort, utaknemmelige! nu er jeg overbeviiset om din Koldsindighed.",NA
"31","Artaxerxes_mod.jsonl",5,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Første akt",1,"Scene 6",6,4,NA,"Semira","Af alting intet meermeer.meermeer.
	Kand qvæle, gaae til Hierte
Af alle Smerter er
	Den allerstørste Smerte,
At man maa græmme sig
	Naar Skiebnen vil forbyde
Det som man inderligunderliginderligunderlig (rettelsen også foreslået i Holbergordbogen s.v. underlig)
	Forlanger helst at nyde.nydenyde.nyde
Jeg i slig Hendelse
	Lyksalig mig vil prise,
Hvis min elskværdige
	Vil tilstaae og udviiseudviise.udviise
At Kierlighed mod mig,
	En troefast Elskerinde
Er utaknemmelig
	Og saadant vil Besinde.
",NA
"32","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Første akt",1,"Scene 7",7,7,NA,"Mandane.","See der kommer Artabanus.",NA
"33","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Første akt",1,"Scene 8",8,10,NA,"Artabanus.","Hvad vil den Klage, og disse Sukke sige. Intet er jo skeed, uden hvad I selv har befalet.",NA
"34","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Første akt",1,"Scene 9",9,18,NA,"Mandane.","Veedst du ikke, at Hoffet er ham forbudet, efterdi han har begiert mig til sin Brud.",NA
"35","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Første akt",1,"Scene 10",10,38,NA,"Artaxerxes.","Jeg maa da resolvere mig hertil, for ikke at give Aarsag til et forargeligt Exempel, og for at viise, at dette Mord som er øvet paa min Fader, gaaer mig til Hiertet. Men ach, med hvilken Bedrøvelse skrider jeg ikke til saadan Execution. Lad mig nu et Øyeblik blive i Roe for at bestyrke mig, og for at bestride mit Sinds Vankelmodighed, som svæver imellem Venskab og Retfærdigheds Handhævelse. Jeg betræder nu en Post af en Dommer, af en Ven, af en Konge, og af en Elsker i Henseende til hans Søster Semira, som jeg udi Kierlighed har forbundet mig til.",NA
"36","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Første akt",1,"Scene 11",11,9,NA,"Artabanus.","Jeg er ikke din Fader, og du est ikke min Søn, jeg haver ingen Medlidenhed med en Forrædder, med en",NA
"37","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Første akt",1,"Scene 12",12,3,NA,"Semira.","Beviis din Uskyldighed, saa skal Semira høre dig, ja endogsaa tale for dig til din Frelse. Men hvis du ikke lægger denne Misgierning fra dig, erkiender jeg dig ikke for min Broder, men anseer dig alleene som en fremmed Misdæder.",NA
"38","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Første akt",1,"Scene 13",13,24,NA,"Mandane.","Jeg troer dig ikke meer du uværdige.",NA
"39","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Anden akt",2,"Scene 1",1,9,NA,"Artaxerxes.","Men han siger jo stedse, at han er uskyldig: Han holdes jo for en Mand, udi hvis Mund Usandfærdighed ikke kand findes: Jeg gaaer hen til Side, paa det at du udi Frihed kand tale med ham selv, og udforske hvad som i Hiertet ligger skiult: See til, at du kand finde den ringeste og mindste Gnist til Undskyldning. Foreen her tilsammen din Søns Frelse, din Konges Roes og Thronens Ære. Bedrag, om du kand, intet skal være mig kierere, end at blive bedragen herudi, da der handles om at redde dens Liv, som aldrig har villet spare sit for min Frelse: Giv mig min halve Siæl igien, og see til, at jeg kand have Prætext til at erklære ham ligesaa uskyldig, som han var paa den Tid, da jeg af alle elskede ham meest. Vi have fra Vuggen været forbundne udi Venskab med hinanden, og du veed, at vi udi Modgang og Medgang, og udi alle paakommende Tilfælle, have været deelagtige med hinanden.",NA
"40","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Anden akt",2,"Scene 2",2,28,NA,"Artabanus.","Gaae da bort, du uværdige. Jeg kiender dig ikke mere for min Søn.",NA
"41","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Anden akt",2,"Scene 3",3,2,NA,"Arbaces","Der er ingen Ulykke til, som jo Skiebnen lader nedregne paa mig: Jeg føler alle paa en Dag; Er vel nogen Siel funden paa Jorden, der qvæles saaledes som min Siæl? Ach Himmel! hav dog Barmhiertighed med mig. Ulykkene, som truer mig med Undergang, ere saa mange",NA
"42","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Anden akt",2,"Scene 4",4,13,NA,"Mandane.","Ach! barbariske Semira, hvi giør du mit Sind denne Forestilling, som betager mig min Behiertighed, og foruroeliger mine Tanker paa nye.",NA
"43","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Anden akt",2,"Scene 5",5,2,NA,"Semira","Blant alle disse Ulykker, hvilken er den, som jeg først maae gaae i Møde! Mandane, Arbaces, Kongen, min Fader ere alle mine Fiender! Enhver angriber den svageste Deel af mit Hierte: Imidlertid naar jeg gaaer een af dem i Møde, haver jeg dog de andre paa Halsen. Jeg finder mig alt for svag og afmægtig til at imodstaae saa mange paa engang. Naar Flodens Vande flyde over deres Dæmninger, saa løber Agermanden nu til en, nu til en anden Side, for at standse dem: Men all hans Arbeyde, Konst og Møye er forgieves; thi naar han tilstopper een Aabning, saa bryde de ud paa andre Steder.",NA
"44","Artaxerxes_mod.jsonl",6,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Anden akt",2,"Scene 6",6,4,"(til Vagten)","Artaxerxes.","jeg seer forud Aarsagen til deres Forlangende, og hvad enhver af dem vil forebringe.",NA
"45","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Anden akt",2,"Scene 7",7,9,NA,"Artaxerxes.","Staaer op, staaer op: Eders Sorg er mindre, end min.",NA
"46","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Anden akt",2,"Scene 8",8,19,NA,"Mandane","Mit arme Hierte zittrer i mit Bryst.",NA
"47","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Anden akt",2,"Scene 9",9,50,NA,"Arbaces.","Jeg besværger min Fader ved hans faderlige Hierte, ved hans eget Velgaaende at forholde sig stedse, som en troe Undersaat, at trøste min elskværdige Princesse, og at beskytte vor unge Konge. Saa vil jeg da døe med Glæde. Lev da vel min kiere Fader, og eftertænk hvilke Prøver jeg har ladet see paa sønlig Pligt og Kierlighed.",NA
"48","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Anden akt",2,"Scene 10",10,5,NA,"Mandane.","Vist er jeg den samme: Og fortiener jeg deraf at berømmes, thi jeg haver derudi intet giort uden hvad mig var anstændig: Og om Arbaces",NA
"49","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Anden akt",2,"Scene 11",11,5,NA,"Semira.","Hidindtil har jeg holdet dig, for en medlidende Beylere og for en ædelhierted Ven; Men i dette Øyeblik merker jeg at du est en troeløs Ven,",NA
"50","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Anden akt",2,"Scene 12",12,6,NA,"Artaxerxes.","Jeg tilstaaer gierne, at din Sorg er stor; men min er og ikke",NA
"51","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Anden akt",2,"Scene 13",13,2,NA,"Artabanus","Endeligen er jeg engang bleven alleene, saa at jeg kand tale frit, og respirere lidt udi denne mig paaførte Angest og",NA
"52","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Tredje akt",3,"Scene 1",1,16,NA,"Artaxerxes.","En Gnist af Kierlighed kand endnu være tilbage, som med Tiden kand tilvoxe, og blive til forrige Flamme: Men nu da Saaret er nyt, maa Kierlighed vige for Nidkierhed, til Hevn over sin Faders Død.",NA
"53","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Tredje akt",3,"Scene 2",2,1,NA,"Arbaces.","Jeg maa da reyse for at undflye den Straf, som jeg i Henseende til min Uskyldighed ikke har fortient: Ach Himmel, naar jeg eftertænker den Fare, min Fader svæver udi; Hvo veed det – – – Han kand maaske troe – – – Ach den forventende Fare bekymrer og forvirrer mig meere, end den nærværende Ulykke. Man kand tænke – – – hvorledes er det mueligt, at jeg allene kunde foretage – – Man kand tænke som troeligt er, at jeg for at",NA
"54","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Tredje akt",3,"Scene 3",3,4,NA,"Artabanus","Min Søn er her ikke: Jeg daaner af Skræk, jeg frygter – – – jeg tvivler – – – hvorledes har han kunnet undløbe Fængslet. Arbaces! Arbaces! Mit Sind er af tusende Beængstelser omspændt, den Frygt, som jeg er geraaden udi, forestiller mig utallige bedrøvelige Billeder: Hvo veed, hvad ham er vederfaret – – – Hvo veed om han endnu lever. Himmelen har i Vrede udfundet den eeneste Vey og det eeneste Middel til at forvirre mig, og at giøre mine Anslag til intet. Den eeneste Tvivl og den Uvished, som jeg haver om min Søn, enten han endnu lever, eller han allerede er opofret, foraarsager, at jeg intet kand foretage, og at jeg intet Hierte haver til at i Verksætte mit Anslag; Hvis du min Søn er ikke meere til, døer jeg af Sorrig; men førend jeg døer, skal jeg mage det saa, at Kongen først skal opofres, og at han forud skal udi de Dødes Boeliger bringe Tidende om min Skiebne.",NA
"55","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Tredje akt",3,"Scene 4",4,13,NA,"Mandane.","Ach! ach, hvad har jeg da bedrevet, for at opvække saa mange Fiender mod mig.",NA
"56","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Tredje akt",3,"Scene 5",5,2,NA,"Semira","Hvad har jeg daarlige Menneske bedrevet! Jeg tænkte at formindre min Smerte ved at deele den med en anden, men jeg har heller forøgt den. Da jeg søgte at qvæle Mandane, tænkte jeg at finde Lindring i mit Hierte. Jeg har saaret hendes Hierte, men ikke læget mit eget.",NA
"57","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Tredje akt",3,"Scene 6",6,33,NA,"Mandane.","Ney, du maa ikke ansee saadant som Tegn til Kierlighed; jeg siger endnu og igientager, hvad jeg forhen har sagt, gak bort, redde dig og lev.",NA
"58","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Tredje akt",3,"Scene 7",7,10,NA,"Artaxerxes.","Og lad denne Livets Saft forvandle sig i mit Legem til Gift.",NA
"59","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Tredje akt",3,"Scene 8",8,10,NA,"Artaxerxes.","Vi maa strax Iile, for at stille dette Oprør, og straffe de Skyldige.",NA
"60","Artaxerxes_mod.jsonl",4,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Tredje akt",3,"Scene 9",9,7,NA,"Artaxerxes.","Jeg mærker, at det har været af Himmelens Indskydelse, at jeg satte ham paa frie Foed, og at det var beskikket, at han skulde frelse mit Liv, og beskytte min Throne; men hvor er han? leeder efter ham og fører ham hid.",NA
"61","Artaxerxes_mod.jsonl",5,"ARTAXERXES et Heroisk Skuespill udi Tre ACTER.","","ARTAXERXES","Tredje akt",3,"Scene 10",10,38,NA,"Chorus","Retfærdige Regent
	Dig Persien tilbeder,
Som Himlen os har sendt
	Til Landets Tarv og Hæder,
Den som Retfærdighed
	Med Mildhed kand foreene,
Blant store Helte Sted
	Erhverve kand alleene.
",NA
"62","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Første akt",1,"Scene 1",1,6,NA,"Troels","Men hvem pokker er det som kommer så løbende? Det er Christophersens karl. Hvad mon han vil?",NA
"63","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Første akt",1,"Scene 2",2,18,NA,"Claus","Du måtte gerne føre vidne på min mund. Jeg vil altid tilstå hvad jeg har sagt; thi jordemødre og ammer siger altid at barnet er sin far ligt, endskønt man kan bevise at faren var i Ostindien samme tider som barnet blev gjort. Men der kommer din husbond. Adjøs.",NA
"64","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Første akt",1,"Scene 3",3,32,NA,"Corfitz","Hvem pokker spør’ om hvad vi skriver? Det er en fandens dreng, han gør mig gal med sin snak. Fort, herut!",NA
"65","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Første akt",1,"Scene 4",4,6,NA,"Corfitz","Men hvad skal jeg gøre? Jeg får vel at have tålmodighed og betale arbejdslønnen oven i købet. Når jeg regner efter hvad denne barsel har allerede kostet mig, så rejser hårene sig på mit hoved. Dog, løn som forskyldt! Hvad havde jeg, en mand på 70 år, dér at bestille? Men der kommer min nabo Jeronimus.",NA
"66","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Første akt",1,"Scene 5",5,15,NA,"Corfitz","Lad os ikke tale mere derom. Der kommer drengen.",NA
"67","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Første akt",1,"Scene 6",6,20,NA,"Corfitz","Jeg vil straks komme efter.",NA
"68","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Første akt",1,"Scene 7",7,46,NA,"Corfitz","Ak, jeg elendige menneske! Spot og skade følges ad. Men over hvem kan jeg klage uden mig selv? Jeg har læst i en komedie at når en ung kone ta’r en gammel mand, da, omendskønt det ej indføres i kontrakten, så forstås dog derunder at han skal gøre hende den villighed at dø inden et år, og når han det ikke gør, er hun ikke forpligtet at holde kontrakten i andre punkter.",NA
"69","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Anden akt",2,"Scene 1",1,26,NA,"","Hun skulle have fået 12 ulykker, havde jeg været til stede. Men se, der har vi atter visitter på halsen.",NA
"70","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Anden akt",2,"Scene 2",2,41,NA,"1. dame","Mener I at den ko har ikke også fået adrienne på sig?",NA
"71","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Anden akt",2,"Scene 3",3,47,NA,"1. dame","Nej, vi må hen et andet steds.",NA
"72","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Anden akt",2,"Scene 4",4,11,NA,"Barselskvinden","Og jeg kan sværge madamen til at jeg ikke sagde det af nogen ondskab; men hun ved selv, når man ser at et fruentimmer blusser i ansigtet, siger man straks at hun ta’r en tår. Men der har vi fremmede igen.",NA
"73","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Anden akt",2,"Scene 5",5,18,NA,"Barselskvinden","Ak, ak, jeg arme menneske, som skal plages med disse folk! Hør, hvem er i køkkenet? Kom ind!",NA
"74","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Anden akt",2,"Scene 6",6,49,NA,"Corfitz","Ak, jeg er om en hals.",NA
"75","Barselstuen_mod.jsonl",6,"Barselsstuen Komedie","(1724)","Barselsstuen","Anden akt",2,"Scene 7",7,7,"(Sagte)","Barselskonen","Nu må der komme så mange urimelige folk som der lyster, thi jeg har alt overgivet mig.",NA
"76","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Anden akt",2,"Scene 8",8,66,NA,"Else","Jeg må også afbryde og tage afsked og ønsker af mit inderste hjertes reces og grund min højtærede og højtestimerede madame en snar og hastig opkomst, restitution og forbedring, i lige måde at den kære livets frugt som himlens godhed har velsignet hende med, den lille dejlige første plante som er sat i hendes urtegård, må opvokse og fremspire de kære forældre til glæde, contentement og fornøjelse.",NA
"77","Barselstuen_mod.jsonl",4,"Barselsstuen Komedie","(1724)","Barselsstuen","Anden akt",2,"Scene 9",9,11,NA,"Barselskvinden","Adieu, madame! Tak for hendes angeneme kompagni.",NA
